$Params	#FirstZero:Count	#FirstZero:Mean	#FirstZero:Std	#FirstZero:Sem	#FirstZero:Min	#FirstZero:Q1	#FirstZero:Median	#FirstZero:Q3	#FirstZero:Max	#PctCor:Count	#PctCor:Mean	#PctCor:Std	#PctCor:Sem	#PctCor:Min	#PctCor:Q1	#PctCor:Median	#PctCor:Q3	#PctCor:Max
Base	5	5	1.4142135623730951	0.6324555320336759	3	4	6	6	6	5	1	0	0	1	1	1	1	1
