$Params	#FirstZero:Count	#FirstZero:Mean	#FirstZero:Std	#FirstZero:Sem	#FirstZero:Min	#FirstZero:Q1	#FirstZero:Median	#FirstZero:Q3	#FirstZero:Max	#PctCor:Count	#PctCor:Mean	#PctCor:Std	#PctCor:Sem	#PctCor:Min	#PctCor:Q1	#PctCor:Median	#PctCor:Q3	#PctCor:Max
Base	5	5.8	1.9235384061671346	0.8602325267042626	4	5	5	6	9	5	1	0	0	1	1	1	1	1
